Baldur's Gate III,https://cdn.mobygames.com/37419146-ac00-11ed-a12e-02420a000130.webp,"Baldur's Gate III is a role-playing game situated within the established universe of the Forgotten Realms. The story unfolds around a group of characters who become infected by a parasitic tadpole, threatening to turn them into Mind Flayers, a dreaded and alien species known for their psionic abilities and power over other creatures. This central conflict serves as a catalyst, drawing the characters into a grander plot that spans diverse regions and encounters with various factions.Players can either choose the pre-designed Origin characters or craft their own from a selection of races and classes typical of Dungeons & Dragons lore, such as elves, dwarves, wizards, and rogues, among others. The gameplay emphasizes turn-based tactical combat, where players must strategically deploy their party members on the battlefield, leveraging their unique abilities and spells. Additionally, decision-making and character interactions play significant roles, with player choices leading to varying narrative outcomes, affecting not only the story's progression but also relationships with party members and other NPCs.A notable feature is its adherence to many Dungeons & Dragons mechanics, translating the tabletop experience into a digital format. Dice-rolling, a staple of the D&D system, is integral to many actions and decisions in the game, introducing elements of chance and unpredictability. Environments in the game are highly interactive, allowing players to exploit them for strategic benefits during encounters. Furthermore, the game provides the option for cooperative play, letting multiple players navigate the narrative and challenges together."
The Legend of Zelda: Tears of the Kingdom,https://cdn.mobygames.com/1cf6ddea-f5ee-11ed-9a38-02420a0001f2.webp,"The Legend of Zelda: Tears of the Kingdom is an action game and a direct sequel to 2017's The Legend of Zelda: Breath of the Wild. It retains much of its predecessor's gameplay style, setting, and mechanics while adding significant new content and abilities.The game is set in Hyrule, a few years after the events of Breath of the Wild. Players control Link, a young warrior who must once again rescue Princess Zelda and thwart the plans of Ganondorf, the main antagonist. The story focuses on the upheaval of Hyrule following the reawakening of a powerful force beneath Hyrule Castle, an event called the “Upheaval” - which causes massive chasms to appear across the land and islands to rise into the sky.Exploration plays a central role in Tears of the Kingdom. Players can travel across Hyrule’s surface, the Sky Islands above it, and the Depths below. The game’s world is vast and largely non-linear, allowing players to pursue quests, solve puzzles, and discover hidden locations at their own pace. The game introduces numerous new abilities for Link, such as Ultrahand, which lets him manipulate and combine objects; Fuse, which merges items to create powerful weapons and gear; Ascend, allowing him to pass upward through solid structures; and Recall, a power that reverses an object's movement in time.The game also expands upon the mechanics of its predecessor by adding extensive crafting and vehicle-building. Players can use materials and components to construct vehicles, gliders, and contraptions to navigate the world in creative ways. The map itself evolves from Breath of the Wild, featuring revamped locations alongside entirely new areas in the sky and underground.The story is presented through a combination of cut-scenes, quests, and collectible memories, adding depth to the relationships between the main characters and the history of Hyrule. The main quest typically guides players toward key locations, but the game's structure emphasizes exploration and freedom of approach."
Astro Bot,https://cdn.mobygames.com/5168e750-927b-11ef-beb2-02420a00013f.webp,"Astro Bot is a 3D mascot platformer and action game developed exclusively for PlayStation 5. Released on September 6, 2024, in celebration of PlayStation’s 30th anniversary, it marks the first Astro title developed after the spin-off of Team Asobi from Japan Studio. The game builds upon Astro's Playroom (2020), and included title for the PS5, but expands dramatically in scope and content.Players embark on a galaxy-spanning quest as Astro, launching from his shattered PS5 mothership in pursuit of scattered crew bots, while also recovering parts to rebuild the vessel and stopping the alien villain Nebulax. The platforming journey spans over 50 planets across six galaxies, each crafted with unique mechanics and environmental themes. Astro gains access to inventive power-ups, such as a dog jetpack, shrink/mouse form, air-dash, grappling glove, and giant sponge - all delivered through fluid, responsive controls enhanced by DualSense haptics and 4K visuals."
Metroid Prime: Remastered,https://cdn.mobygames.com/de524298-b491-11ed-9b31-02420a0001d9.webp,"Metroid Prime: Remastered is a first-person action game that updates the original Metroid Prime for the Nintendo Switch with overhauled visuals, refined controls, and new accessibility options. Players once again step into the role of interstellar bounty hunter Samus Aran, exploring the planet Tallon IV after receiving a distress signal from a derelict space vessel. The story unfolds through exploration, combat, and environmental scanning, as Samus investigates the ruins of the ancient Chozo civilization and confronts the threat of the Space Pirates and their genetic experiments.The core gameplay blends exploration with combat and puzzle-solving. Players navigate interconnected environments, unlocking new areas by acquiring upgrades such as the Morph Ball, Grapple Beam, and various beam weapons. Combat emphasizes a lock-on targeting system that allows players to circle enemies while firing, with boss encounters testing both reflexes and the creative use of Samus’s expanding arsenal. Environmental storytelling is enhanced by the Scan Visor, which provides lore, hints, and tactical data.This remastered edition features high-definition textures, reworked lighting, and redesigned models that bring Tallon IV and its creatures to life with more detail than ever before. Controls include a modern dual-analog option, a pointer-style scheme reminiscent of the Wii release, and a “classic” setup inspired by the GameCube original. Additional features include a new casual difficulty mode that reduces incoming damage, as well as unlockable galleries with concept art, 3D models, and music from both the original release and the remaster. Metroid Prime: Remastered preserves the structure and pacing of the original while presenting it with modern enhancements for both returning players and newcomers to the series."
Elden Ring,https://cdn.mobygames.com/9a736412-ac12-11ed-b013-02420a00012e.webp,"Elden Ring is a dark fantasy action role-playing game that blends open-world exploration with challenging combat. Designed by Hidetaka Miyazaki with worldbuilding by George R. R. Martin, the game invites players to assume the role of a Tarnished on a quest to restore the Elden Ring and claim the title of Elden Lord in the enigmatic realm of the Lands Between.Gameplay is set in a seamless open world divided into distinct regions such as Limgrave, Caelid, and the Altus Plateau. Players explore on foot or atop a spectral mount named Torrent, unlocking Sites of Grace for fast travel. Combat builds on FromSoftware’s established systems, offering a mix of melee, ranged, and sorcery options, along with mechanics like stealth, mounted combat, and guard counters. Progression comes through leveling stats, finding new equipment, and acquiring Ashes of War to customize weapon skills. The game embraces minimal guidance, offering no minimap and sparse waypoint hints; players must chart their course through discovery, courage, and resourcefulness.Distinctive features include its non-linear structure and emphasis on discovery - players can tackle major objectives in varied order, uncover dozens of optional dungeons, or pursue hidden questlines with branching outcomes. The Lands Between is populated with hundreds of weapons, spells, and craftable items, alongside collectible Spirit Ashes that summon allies in battle. Cooperative and competitive online play allow players to summon help, duel invaders, or leave messages for others, extending the game’s dynamic, interconnected world design."
Hades II,https://cdn.mobygames.com/7307e838-0bcc-11ef-baee-02420a000140.webp,
Metaphor: ReFantazio,https://cdn.mobygames.com/f575d602-3ef4-11f0-b7cf-02420a00012a.webp,"Metaphor: ReFantazio is a role-playing game with a gothic-fantasy aesthetic that combines traditional turn-based combat with streamlined social simulation mechanics. While it shares structural similarities with previous Atlus games like Persona and Shin Megami Tensei, it introduces new gameplay systems and design improvements that emphasize both strategic flexibility and narrative immersion.The game is set in the Kingdom of Euchronia, a politically unstable realm where players take on the role of a young man unexpectedly drawn into a magical election to determine the nation’s next ruler. The passage of time is central to gameplay, using a calendar system that divides each day into segments. Players must carefully manage how they spend their time—balancing dungeon exploration, social activities, and story progression. Unlike earlier Atlus titles, Metaphor reduces downtime and filler, resulting in a more focused pacing aligned with the urgency of the game's events.A refined version of the Persona series’ social systems appears in the form of Bond and Royal Virtue mechanics. These track relationships and personal growth with greater transparency, allowing players to make informed choices about how and when to level up specific attributes. These systems reinforce the central theme of building trust and unity, as players connect with a diverse cast of characters across various regions and social backgrounds.Combat is turn-based and deeply strategic, drawing on the press-turn system known from Shin Megami Tensei. Players and enemies gain additional actions by exploiting elemental weaknesses, rewarding careful planning and adaptability. The game's standout feature is the Archetype system—a flexible job system where characters can adopt various roles and retain skills across multiple classes. Archetypes can be mixed within the party to unlock powerful Synthesis attacks, which consume multiple turn icons to execute high-impact moves or special support abilities. This system encourages experimentation and thoughtful party composition.To complement its turn-based structure, Metaphor also includes real-time elements. Players can engage weaker enemies with action-based attacks to bypass traditional battles, making exploration more efficient. Combat-related progression is supported by generous item distribution, enabling players to level up Archetypes even outside of battle. This reduces grinding and promotes consistent development throughout the game.The game features a dynamic world map, traversed using the Gauntlet Runner—a mobile, steampunk-inspired hub that functions as both a travel method and a place to train characters, develop bonds, and prepare for the next phase of the journey. This supports the game's globe-trotting narrative and keeps players constantly moving through new regions and challenges.Optional dungeons and sidequests offer additional gameplay depth. These areas contain stronger enemies, rare rewards, and opportunities to explore character stories or fulfill requests from NPCs. They also provide experience points and social progression."
Clair Obscur: Expedition 33,https://cdn.mobygames.com/e1f507fa-4396-11f0-9238-02420a0001c5.webp,"Clair Obscur: Expedition 33 is a role-playing game set in a surreal, painterly world. It centers on the inhabitants of the island of Lumière, who annually endure a supernatural event called the ""Gommage"". During this event, a mysterious entity known as the Paintress awakens and paints a number on her monolith. All people of that age immediately vanish, seemingly erased from existence. In response to this phenomenon, the citizens of Lumière send yearly expeditions to defeat the Paintress and end the cycle of death. The game follows the journey of one such expedition, known as Expedition 33.Gameplay is structured around turn-based combat augmented by real-time elements. Players engage in battles that incorporate timing-based actions for dodging, parrying, and executing attacks. The system emphasizes rhythm and reaction, drawing comparisons to both traditional Japanese RPGs and rhythm-based mechanics. Each character in the player's party possesses a unique combat system, requiring different strategies and skill sets. Additional customization is available through weapon affinities, stat scaling, and the use of equippable modifiers called ""Pictos"", which provide passive buffs and enhancements that can be permanently learned and shared across the party.The game’s world is explored via a traditional overworld map, with linear dungeons and occasional side paths. While exploration is limited compared to open-world RPGs, the design focuses on visual detail and narrative atmosphere. The environments range from sunlit forests and submerged cities to abstract and surreal locations such as gothic ship graveyards and forgotten battlefields.Narratively, Clair Obscur: Expedition 33 delves into themes of death, legacy, and the cyclical nature of trauma. The plot follows a group of survivors from the failed Expedition 33, including Gustave, Maelle, Lune, and Sciel, as they attempt to reach and destroy the Paintress. After an early ambush by a mysterious White-Haired Man, much of the expedition is killed, prompting the survivors to traverse the continent in search of a way to breach the Paintress's defenses. They are later joined by Verso, a former member of Expedition 00, and his companions Monoco and Esquie. Over time, the party uncovers deeper truths about the Paintress, the origin of the Gommage, and their own identities.Visually, the game is notable for its painterly art direction, expressive character models, and melancholic tone. It represents a stylistic and mechanical fusion of influences from classic JRPGs such as Final Fantasy and Persona, action-RPG elements akin to Dark Souls, and rhythm-based gameplay."
God of War: Ragnarök,https://cdn.mobygames.com/66bb26ec-ac16-11ed-9271-02420a000133.webp,"God of War: Ragnarök is an action game and the sequel to God of War (2018). It is the ninth installment in the series and concludes the Norse era. The game is set in ancient Scandinavia and once again features series protagonist, Kratos, and his now teenage son, Atreus. It covers Ragnarök, the eschatological event which is central to Norse mythology and was foretold to happen in the previous game.It retains the core gameplay structure of its predecessor, combining combo-based melee combat, puzzle-solving, and exploration within a semi-open world. The game is presented from an over-the-shoulder perspective and features a continuous-shot camera with no loading screens or scene cuts.The player primarily controls Kratos, who utilizes three main weapons: the Leviathan Axe (infused with ice magic), the Blades of Chaos (fire-infused chain blades), and the newly introduced Draupnir Spear (a wind-based spear that can multiply and detonate). Each weapon includes light and heavy attacks, runic magical abilities, and can be used for both combat and environmental interaction. A new gameplay mechanic allows weapons to be used in traversal—such as using the blades as a grappling tool—and to perform plunging attacks from elevated positions. Shields are more customizable in Ragnarök, with different types offering offensive or defensive capabilities. The Spartan Rage ability has been expanded into three modes—Fury, Valor, and Wrath—offering distinct combat and healing effects.Combat has been expanded to include a greater variety of enemy types compared to the previous game, such as einherjar, wyverns, phantoms, stalkers, nøkkens, and human raiders. The inclusion of additional mini-bosses and varied enemy behaviors was intended to enhance gameplay diversity.While Kratos remains the primary playable character, Ragnarök introduces segments where the player assumes full control of Atreus. These story-driven sections feature Atreus's unique combat style, including ranged attacks with a magical bow, melee combos, summoning spectral animals, and his own transformation-based rage abilities. Throughout the game, Kratos is accompanied by AI-controlled companions—primarily Atreus but also other characters in different story chapters. These companions assist in combat, exploration, and puzzles, and can be directed to perform specific actions.The game incorporates RPG elements, including gear customization, crafting, and skill progression. Weapons and armor can be upgraded using collected resources. Ragnarök introduces armor transmog, allowing players to change the visual appearance of armor sets without affecting their stats. A variety of side quests and optional exploration content are available, expanding the game's scope beyond the central narrative."
Resident Evil 4,https://cdn.mobygames.com/9cdba536-cdda-11ed-bf56-02420a0001cc.webp,"Resident Evil 4 is a survival-horror game reimagining the 2005 original, Resident Evil 4, through modernized mechanics and visuals. Players control Leon S. Kennedy, who must rescue the president’s daughter, Ashley Graham, from a cult in rural Spain - revisiting this narrative with expanded characterization and updated environmental storytelling.Gameplay maintains the familiar over-the-shoulder camera and action-horror pacing of the original, while introducing new mechanics and quality-of-life systems. Inventory remains via the attache case, now complemented by crafting for weapons and ammo. Leon gains mobility improvements  - moving while aiming and reloading, and melee combat benefits from knife parry mechanics, melees like kicks or suplexes, and knife durability. The merchant returns with added side-quests, the removal of quick-time events for many boss encounters, and crouch-enabled stealth possibilities.Distinctive features of the remake include enhanced AI and enemy behavior for more tense combat, redesigned environments with expanded exploration, and modernized presentation through dynamic lighting, atmospheric audio, and detailed character models."
