Valve Corporation,"Valve Corporation is an entertainment software company founded in 1996 by Gabe Newell and Mike Harrington in Kirkland, Washington. They were both previously with Microsoft. Valve's debut product, Half-Life, released in November 1998, has won more than 50 Game of the Year honors worldwide. On 12 September 2003, the company launched the digital distribution platform Steam. Steam's launch and the question of licenses for cyber cafes resulted in a dispute with Valve's publisher at the time, Vivendi Universal (as owner of Sierra), which was resolved in April 2005 in Valve's favor, with all their future titles being self-published from that moment on. Steam would gradually gain traction as the most popular digital distribution service for PC games by the late 2000s, for both Valve's and third-party titles. All of the company's titles from 1998 to mid-2004 ran on the in-house GoldSrc engine until it was succeeded by the Source engine with the release of Counter-Strike: Source in 2004. Valve then used the Source engine for all of their titles until the engine was succeeded by Source 2 in 2015. Their franchises include the Half-Life / Portal universe, Counter-Strike, Day of Defeat, Team Fortress, Left 4 Dead and DotA (except the original). Aside games and engines, Valve has developed a Linux distribution named SteamOS (as of 2013), Steam Machine and Steam Controller hardware (2015-2019), virtual reality set family Valve Index (as of 2019), and the Steam Deck handheld device (as of 2022). From January 2008 to June 2009, Valve owned the studio Turtle Rock Studios (then renamed to Valve South) to develop Left 4 Dead, after which the studio was closed, then re-established independently from Valve in February 2010. In November 2012, Valve acquired Star Filled Studios. In January 2017, Valve acquired Impulsonic. In April 2018, Valve acquired Campo Santo Productions.",https://cdn.mobygames.com/c1b8619a-bc83-11ed-a23f-02420a000186.webp,1998,2029,United States
Unity Technologies ApS,,https://cdn.mobygames.com/c7d79108-546e-11ee-a601-02420a0001c2.webp,2007,2026,
Google LLC,"Google LLC. is an American internet technology company founded in 1998 by Larry Page and Sergey Brin. The company first provided a search engine and advertising, but over the years has expanded its portfolio to include email services and social networking solutions, among other products. In 2008, Google launched the Android mobile operating system, which many developers produce games for and is currently the most popular smartphone platform in the world. The company also owns the popular video sharing site YouTube.",https://cdn.mobygames.com/bc37330a-ab6b-11ed-96f9-02420a00019a.webp,2008,2026,United States
"Epic Games, Inc.","Epic Games is a company started as Potomac Computer Systems in 1991 by Tim Sweeney in Rockville, Maryland (US). The same year the name was changed to Epic MegaGames, Inc. and the company became a world leader in developing and publishing shareware games. Epic's best-known creations include Epic Pinball, Jazz Jackrabbit, One Must Fall 2097 and Jill of the Jungle.  The biggest change for the company came in 1998 when the first-person shooter Unreal was released. It was the start of the Unreal series of shooters that ran until 2017. At the same time, the company started licensing the engine powering the games, various iterations of the Unreal Engine, used in a large range of titles. It put the company on the map next to id Software, Inc. as one of the most prominent engine development studios. In 1999, the studio received its current name, Epic Games, Inc. In September 2006, the establishment of Epic Games China, Ltd. was announced. Based in Shanghai, it was set up to provide low-cost game asset outsourcing to both Epic and third parties. The studio currently goes by the name Yingpei Games. In June 2012, the China-based Tencent Holdings Limited announced to have acquired a minority stake of 10% in the company. In September 2012 the establishment of a new Epic studio in Seattle was announced to work on the fourth version of the Unreal Engine. Also in June 2012, the studio formed Epic Baltimore, later renamed Impossible Studios. The division was closed in February 2013. The company released Fortnite in July 2017. After it became a cultural phenomenon, development of other games such as the Unreal Tournament reboot was abandoned, with all teams working on Fortnite, Unreal Engine or other services for external companies. On 6 December 2018, the company released the Epic Games Store as a competitor to other PC game storefronts. Developed engines  Unreal Engine 1 Unreal Engine 2 / 2.5 / 2X Unreal Engine 3 Unreal Engine 4 Unreal Engine 5  Known subsidiaries Names in italics used to be subsidiaries, but no longer are as they were closed or sold off.  Epic Games UK (founded in 1993) Safari Software (acquired in 1997) Epic Games China (founded in 2006 - separated in 2012 as Yingpei Games) ChAIREntertainment Group (acquired in 2008) Darkstar Industries (acquired in 2008 - renamed to Titan Studios - closed in 2011) Epic Games Korea (founded in 2009) Epic Games Japan (founded in 2010) People Can Fly (acquired in 2012 - spun off in 2015) Epic Games Seattle (founded in 2012) Epic Games San Francisco (founded in 2012) Epic Games Baltimore (founded in 2012 - renamed to Impossible Studios - closed in 2013) Life on Air (acquired in 2012) Agog Labs (acquired in 2013) SuperAwesome (acquired in 2013 - spun off in 2020) Pitbull Studio (acquired in 2014 - absorbed into Epic Games UK) Epic Games Australia (founded in 2018) Epic Games Montreal (founded in 2018) Hyprsense (acquired in 2015) Epic Games Stockholm (founded in 2018) Cloudgine (acquired in 2018) Kamu (acquired in 2018) 3Lateral (acquired in 2019) Psyonix (acquired in 2019) Quixel (acquired in 2019) Cubic Motion (acquired in 2020) Hypersense (acquired in 2020) Epic Games Publishing (founded in 2020) RAD Game Tools (acquired in 2021, renamed to Epic Games Tools) Capturing Reality (acquired in 2021) Sketchfab (acquired in 2021) ArtStation (acquired in 2021) Harmonix Music Systems (acquired in 2021) Mediatonic (UK) (acquired in 2021) Mediatonic (Spain) (acquired in 2021)   Bandcamp (acquired in 2022 - sold to Songtradr in 2023) Aquiris Game Studio (acquired in 2023, renamed to Epic Games Brasil)",https://cdn.mobygames.com/c46f1f0c-6194-11ef-aa98-02420a0001dd.webp,1991,2026,United States
Itch Corp.,itch corp is the owner of the online indie distribution platform itch.io.,https://cdn.mobygames.com/22e12f66-0666-11ee-ac64-02420a000127.webp,2002,2025,
Ubisoft Entertainment SA,"Ubisoft (the acronym UBI standing for Union des Bretons Indépendants) was founded in 1986 in Brittany, France, by Yves Guillemot and his four brothers. The company initially focused on distributing games in France and gradually opened development studios all across the globe. Currently Ubisoft Entertainment SA (formerly Ubi Soft Entertainment Software) is a large international producer, publisher and distributor of interactive entertainment products with their headquarters located in Montreuil, France. The company has many divisions and offices all over the world, and holds a multitude of intellectual properties, both original and received through acquisitions, including Assassin's Creed, Far Cry, The Settlers, Might & Magic, Prince of Persia, Rayman and many others. Since their 2000 acquisition of Red Storm Entertainment, they have also held the license to develop and publish games based on the works of Tom Clancy. Known subsidiaries Names in italics used to be subsidiaries, but no longer are as they were closed or sold off. Established studios  Ubisoft Bucharest (1992) Ubisoft Paris Studios (1993) Ubisoft Marceau (?)   Ubisoft Montpellier (1994, formerly Ubisoft Pictures) Ubisoft Annecy (1996) Ubisoft Shanghai (1996) Ubisoft Montréal (1997) Ubisoft Fun House (2012, internal division)   Ubisoft Casablanca (1998, closed in 2016) Ubisoft Barcelona (1998) Ubisoft Milan (1998) Ubi Studios UK (?) Ubisoft Quebec City Studio (2005) Ubisoft Bulgaria (2006) Ubisoft Kyiv (2008, formerly Ubisoft Kiev) Ubisoft São Paulo (2008, inactive since 2010) Ubisoft Craiova (2008) Ubisoft Singapore (2008) Taiwan office (?)   Ubisoft Chengdu (2008) Ubisoft Osaka (2008, closed in 2024) Ubisoft San Francisco (as a division of Ubisoft, Inc., 2009, closed in 2024) Ubisoft Toronto (2010) Ubisoft Abu Dhabi (2011) Ubisoft Zurich (2011, closed in 2013) Ubisoft Paris Mobile (2013) Ubisoft Belgrade (2016) Ubisoft Philippines (2016) Ubisoft Bordeaux (2017) Ubisoft Stockholm (2017) Ubisoft Saguenay (2018) Ubisoft Berlin (2018) Ubisoft Odesa (2018) Ubisoft Mumbai (2018) Ubisoft Winnipeg (2019) Ubisoft Da Nang (2019) Ubisoft Sherbrooke (2021) Vantage Studios, minority-owned by Tencent (2025)  Acquired studios  Red Storm Entertainment, Inc. (2000) Sinister Games (2000) Blue Byte Studio (2001, renamed Ubisoft Blue Byte and later Ubisoft Düsseldorf) Game Studios division of The Learning Company (2001) Strategic Simulations Inc. (SSI) (2001, closed in 2002)   Tiwak (2004, absorbed into Ubisoft Montpellier in 2012) Wolfpack Studios (2004, closed in 2006) Microïds Canada (2005) Reflections Interactive (2006, renamed Ubisoft Reflections) Sunflowers Interactive Entertainment Software (2007) Digital Kids (2008, renamed Ubisoft Nagoya, inactive since 2010) Osaka studio (renamed to Ubisoft Osaka, 2008)   Gameloft Software Pvt. Ltd. (2008, renamed Ubisoft Entertainment India, later Ubisoft Pune) Massive Entertainment (2008, renamed Ubisoft Massive) Hybride Technologies (2008) Southlogic Studios (2009, integrated into Ubisoft São Paulo) Action Pants (2009, renamed Ubisoft Vancouver, closed in 2012) Nadeo (2009) RedLynx (2011) Owlient (2011) Digital Chocolate Barcelona (2013, now Ubisoft Barcelona Mobile) Future Games of London (2013, renamed Ubisoft London, closed in 2023) Related Designs Software (30% in 2007, 100% in 2013; renamed Ubisoft Mainz) THQ Studio Montréal (2013, following THQ's bankruptcy, most likely only for the IP) Longtail Studios Quebec (2015, renamed Ubisoft Halifax) Ivory Tower (2015) Ketchapp (2016) FreeStyleGames (2017, renamed Ubisoft Leamington, closed in 2025) i3D.net (2018) Blue Mammoth Games (2018) 1492 Studio (2018) Green Panda Games (2019) Kolibri Games (2020)  Known distribution offices: Australia, Austria, Canada, Denmark, Finland, France, Germany, Hong Kong, Italy, Japan, The Netherlands, New Zealand, Norway, Russia, South Korea, Sweden, Switzerland, United Kingdom, United States.",https://cdn.mobygames.com/acd33c82-bcc4-11ed-99ad-02420a000181.webp,1986,2026,France
GOG Poland Sp. z o.o.,"GOG Poland Sp. z o.o. is a subsidiary of CD Projekt S.A.. In November 2017, the company was merged with GOG Limited and took over the distribution platform GOG.com. The office was initially used by the CD Projekt localization arm, which briefly also made ports for other companies' games.",https://cdn.mobygames.com/da363898-bc81-11ed-a23f-02420a000186.webp,2007,2026,Poland
Firelight Technologies Pty. Ltd.,"Firelight Multimedia was founded in May 2002 and is located in Melbourne, Australia. The company is known for their FMOD cross platform audio engine, used on Windows, Macintosh, Linux, Windows CE, GameCube, Nintendo Switch, PlayStation 2 through 5, and Xbox / 360 / One / Series. FMOD supports 3D sound, recording, obstruction/occlusion, CD playback (analog or digital), Internet streaming, DSP effects, spectrum analysis, user created samples and streams, synchronization support, ASIO, EAX 2&3, and a variety of audio file formats. It is a common audio engine option for Unreal Engine 4 / 5, Unity and CryEngine 4.",https://cdn.mobygames.com/5cb9510e-31dc-11ee-abdb-02420a0001f0.webp,2001,2026,Australia
Sony Interactive Entertainment Europe Ltd.,"Sony Interactive Entertainment Europe (SIEE) is responsible for sales, marketing, distribution and software development for the PlayStation brand and has offices around Europe, the Middle East, Australia and New Zealand promoting these computer entertainment systems and its software to a total of 94 territories. With over 1000 employees in 11 countries and sales operations in another 91 countries, SIEE is capable of exploiting the opportunities that arise in its existing territories and its emerging markets in Eastern Europe and the Middle East. SIEE also has staff based in the Development Studios in London, and at the Quality Assurance Department in Liverpool.",https://cdn.mobygames.com/2e4d8ad6-bc81-11ed-a23f-02420a000186.webp,1995,2025,Australia
"Electronic Arts, Inc.","Founded in 1982 as Amazin' Software by Trip Hawkins, Electronic Arts (EA) has built an empire of brand labels. The company is considered one of the largest players in the industry, often through acquisitions of successful development studios. It owns a large number of well-known intellectual properties such as Mass Effect, Dragon Age, Sims/SimCity, Command & Conquer, Battlefield and a wide range of sports licenses and rights to use external properties for films and toys. Electronic Arts Distribution (EAD) was EA's third party publishing house, which distributed titles from the likes of Disney Interactive, LEGO, LucasArts, Square Soft, and more throughout Europe, North America, and Asia-Pacific (Australia). EAD was in existence from 1987-1991 and lead by Larry Probst, Senior VP at the time. Distribution of third-party titles continued with the division EA Distribution, until September 1997 when it was reformed to include full publishing, with development and marketing as well. In June 2003 the initiative was renamed EA Partners. In 2016, the initiative was revived with the EA Originals label. EA Studios was EA's development arm, which consists of studios dotted around the United States, with the more common studios in use in Seattle and Canada. EA also has development studios in Japan and London. Throughout the 1990s and 2000s, the company would acquire a large amount of studios and intellectual properties, such as Origin Systems, Maxis Software, Bullfrog Productions, Westwood Studios, Digital Illusions CE and others, while also founding its own like EA Redwood Shores (later Visceral Games) (see full list below). A common criticism towards EA would be the rate in which it would close or reshuffle its subsidiaries. The company had a disappointing fiscal year in 2007. They miscalculated the success of the Nintendo Wii and focused mainly on the Xbox 360 and the PS3, resulting in only two Wii launch titles, ports of existing games: Need for Speed: Carbon and Madden NFL 07. To catch up, they acquired Headgate Studios which they had been working together with for the Tiger Woods PGA series since 2000, and turned it into EA Salt Lake, focusing the studio entirely on Wii development. On 11 October 2007, EA acquired VG Holding Corp., the holding company of BioWare and Pandemic Studios for US$ 775 million.  In June 2007, the company was reorganized into four labels:  EA Casual (led by Kathy Vrabeck) EA Games (led by Frank Gibeau) EA Sports (led by Joel Linzner) The Sims (led by Nancy Smith until October 2008, then Rod Humble)  The four labels are supported by two new groups: Central Development Services and Global Publishing. Central Development Services, both led by Executive Vice President John Schappert. The Casual label was closed in November 2008 and merged into The Sims label along with the Hasbro partnership. The Sims as a label also disappeared. In February 2008, the company also set its sights on major publisher Take-Two Interactive Software and most importantly the Rockstar studios it owns, mostly in response of the merger between Activision and Vivendi, but eventually in October 2008 it was confirmed there was no agreement. In November 2009, EA announced to axe 1,500 jobs by the end of March 2010 as part of a new cost reduction plan, following net losses that increased during its second quarter to USD 391 million. Several studios were closed (such as Pandemic Studios) or restructured (such as EA Los Angeles being split to Danger Close and Victory Games). In June 2011, EA decided to stop distributing their PC games via Steam, as they focused on their new competing service Origin, which replaced their prior EA Download Manager (EADM). Some existing titles like Crysis 2 were even delisted from Steam. On 12 July 2011, EA acquired PopCap Games. In June 2012, COO Peter Moore announced a shift toward free-to-play and microtransactions in the gaming industry as a whole, and the company itself would match this business model around this time, to much controversy. On 18 March 2013, John Riccitiello would step down as EA's CEO. After a transitional period during which the position was temporarily held by Larry Probst, Andrew Wilson was named as the company's CEO on 17 September 2013, after years of leading the EA Sports label. In the same year, EA fired approximately 10% of its workforce, but also acquired an exclusive Star Wars license for games for 10 years. In mid-2014, online services for many EA games were to be shut down as part of the GameSpy Industries closure, but despite securing an extra month of uptime compared to other companies' titles (i.e. 30 June 2014 as the end date), EA would not migrate any of them to a different infrastructure. In 2015, EA would open itself to publishing smaller productions by companies they do not directly own, such as Unravel. Their 2017 title Star Wars: Battlefront II would come at the peak of public attention over the loot box monetization system, which many companies were using at the time. EA was perceived as the clearest example of such practices, and faced legal issues in multiple countries over it. In the same year, they acquired Respawn Entertainment. In October 2019, EA would return to publishing their PC games on Steam, but largely with an additional EA account requirement and/or Origin integration. In 2020, they would rebrand their EA Access subscription system to EA Play, and would offer it on non-Origin storefronts such as Steam and Microsoft Store's Windows Apps section in addition to the Xbox and PlayStation stores it was available on previously. In the same year, they outbid Take-Two Interactive Software to acquire Codemasters. In 2023, the company split its operations to two labels - EA Sports and EA Entertainment, with studios meant to be assigned to one of them. On 29 September 2025, it was announced that EA entered an agreement to be acquired by a consortium which includes investment firms PIF, Silver Lake, and Affinity Partners for approximately US$ 55 million. Andrew Wilson would remain as CEO. Known subsidiaries Names in italics used to be subsidiaries, but no longer are as they were closed or sold off. Labels and product lines used by the company  EA Games (2000-2005 with branding, until early 2010s officially; mainline label) EA Entertainment (2023-present; mainline label) EA Sports (1992-present; sports games) EA Sports BIG (2000-2008; casual and extreme sports games) EA*Kids (1991-1995; children's games) EA Mobile (2005-present; online and mobile games) EA Partners / EA Originals (latter is active; externally developed games) Pogo.com (active; casual online games) EA Play and EA Casual (inactive; casual games) EA Interactive (inactive; online and mobile games) EA Classics, EA Collector and EA Value Games (inactive; budget-price re-releases)  Acquired development studios and companies  Distinctive Software (acquired in 1991 - renamed to EA Canada, then EA Vancouver) ORIGIN Systems (acquired in 1992 - closed in 2004) Bullfrog Productions (acquired in 1995 - absorbed into EA Bright Light in 2001, until that studio was closed in 2012) Kingsoft (acquired in 1995 - absorbed into EA's German office by 2000) Manley & Associates (acquired in 1996 - renamed to EA Seattle - closed in 2002) Maxis Software (acquired in 1997; multiple studios formed - Maxis Emeryville closed in 2015) Maxis South (acquired in 1997 - closed in 2000)   ABC Software AG (acquired in 1998) Westwood Studios (acquired in 1998 - closed in 2003, staff partially absorbed into EA Los Angeles) Burst (acquired in 1998 - renamed to Westwood Pacific, then EA Pacific - merged into EA Los Angeles in 2003) Tiburon Entertainment (acquired in 1998 - renamed to EA Tiburon, then EA Orlando) PlayNation (acquired in 1999) Kesmai (1999) Dreamworks Interactive (acquired in 2000 - now Ripple Effect Studios, formerly known as EA Los Angeles, Danger Close, DICE Los Angeles) Black Box Games (acquired in 2002 - renamed to EA Black Box and EA Jawbreaker - closed in 2013) Studio 33 (2003 - renamed to Electronic Arts North West Studio - closed in 2006) NuFX (acquired in 2004 - absorbed into EA Chicago - closed in 2007) Criterion Software (acquired in 2004 - later part of EA Bright Light until that studio was closed in 2012, then individual subsidiary) JAMDAT Mobile (2005) JAMDAT Mobile (Canada) (acquired in 2005 - renamed to EA Mobile Montreal - closed in 2013) JAMDAT Mobile (Japan) (acquired in 2005 - renamed to EA Mobile Japan) JAMDAT Mobile (Romania) (acquired in 2005 - renamed to EA Mobile Romania SRL, then EA Romania SRL)   Hypnotix (acquired in 2005 - immediately absorbed into Tiburon) Mythic Entertainment (acquired in 2006 - renamed to BioWare Mythic, then Mythic - closed in 2014) Phenomic Game Development (acquired in 2006 - renamed to EA Phenomic - closed in 2013) Digital Illusions CE (acquired in 2006) Headgate Studios (acquired in 2006 - renamed to EA Salt Lake) BioWare Corporation (Edmonton) and BioWare Austin (acquired in 2008) Pandemic Studios (Los Angeles) (acquired in 2008 - closed in 2009, partly folded into EA Los Angeles, now known as Ripple Effect Studios) Pandemic Studios (Brisbane) (acquired in 2008 - closed in 2008)   Hands-On Mobile Korea (acquired in 2008 - now EA Mobile Korea) J2MSoft (acquired in 2008) Bight Interactive (acquired in 2009 - renamed to Bight Games) J2Play (acquired in 2009 - renamed to EA Kitchener) Playfish (acquired in 2009 - closed in 2013) Chillingo (acquired in 2010) IronMonkey Studios (acquired in 2010 - absorbed into Firemonkeys in 2012) Firemint (acquired in 2011 - absorbed into Firemonkeys in 2012) Infinite Interactive (acquired in 2011 - through the Firemint acquisition - independent again as of 2012)   PopCap Games (acquired in 2011) SpinTop Games (acquired in 2011)   Respawn Entertainment (acquired in 2017) Industrial Toys (acquired in 2018 - closed in 2023) The Codemasters Software Company (acquired in 2021) Codemasters Birmingham (acquired in 2021) Codemasters Cheshire (acquired in 2021 - merged into Criterion Software in 2022)   Glu Mobile (acquired in 2021) Metalhead Software (acquired in 2021) Playdemic (acquired in 2021) TRACAB Technologies (acquired in 2025)  Established development studios  Creative Wonders (formed cca 1994 - sold to The Learning Company in 1997) EA Manchester (formed cca 1994 - closed in 1997) Pioneer Productions (division of EA Canada from approx. 1994 to 1996) EA Baltimore (formed cca 1996 - closed in 2000) EA Montreal (formed in 2003) Visceral Games (formed in 1998 as EA Redwood Shores Studio - closed in 2017) Team Fusion (division of EA Canada from approx. 2005 to 2009) EA Chicago (formed in or before 2005 - closed in 2007) EA Studios Japan (formed in or before 2006 - closed in 2007) EA Shanghai (formed in or before 2008) Easy Studios (formed in 2008 - status unknown as of 2015) Electronic Arts Asia Pacific Pte Pogo Austin (formed in 2008) EA Capital Games (formed in 2008) EA Tiburon North Carolina (unknown formation date) EA2D (unknown formation date - later BioWare San Francisco - closed in 2013) BioWare Montréal (formed in 2009 - absorbed into Motive Studio in 2017) 8lb Gorilla (formed in 2009) EA North American Test Center (unknown formation date) Visceral Games Melbourne (formerly Electronic Arts Melbourne - closed in September 2011) Victory Games (formed in 2010 - briefly known as BioWare Victory - closed in 2013) EA Gothenburg (formed in 2011 - formerly Ghost Games) Ghost Games UK (formed by 2013 - closed in 2014)   Slingshot Studio (unknown formation date, originally known as Electronic Arts Games (India) Pvt Ltd. / EA Hyderabad) tracktwenty (formed in 2012) Motive Studio (formed in 2015) Spearhead (unknown formation date, formerly EA Seoul) EA Red Crow Studios (formed between 2014 and 2016) Redwood Studios (formed in 2016) Full Circle (formed in 2021) Ridgeline Games (formed in 2022 - closed in 2024, some developers moved to Ripple Effect) Cliffhanger Games (formed in 2023 - closed in 2025)  Known distribution offices: Australia, Brazil, China, Czechia, Denmark, France, Germany, Hungary, Italy, Japan (former), Japan (current), Mexico, The Netherlands, New Zealand, Poland, Russia, Singapore, South Africa, South Korea, Spain, Sweden (proper), Sweden (Nordic), Switzerland, Thailand, United Kingdom, United States.",https://cdn.mobygames.com/89715f34-bc84-11ed-a23f-02420a000186.webp,1983,2026,Australia
